image_path,eye_left_width,eye_right_width,eye_height_right,eye_height_left,eye_aspect_ratio_left,eye_aspect_ratio_right,mouth_width,mouth_height,mouth_aspect_ratio,eyebrow_distance_left,eyebrow_distance_right,jaw_width,face_width,face_height,cheek_distance,philtrum,forehead_height,bitemporal_width,mouth_to_chin,pupillary_distance,intercanthal_distance,iris_diameter,age,gender,emotion,race
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0003/frame[8]_cam[0].jpg,0.08536271614596418,0.08640128236919323,0.20124692819248008,0.2124107261859836,0.3604307699228168,0.3740474965789111,0.3591676129885218,0.14501524736355645,2.1268945665498893,0.2772977905856894,0.3018187436700777,0.9276573971203506,0.9967935752528543,0.9799677207208232,0.6839431998796344,0.12161845067654901,0.1882539506566747,0.9407045550364168,0.27993727346348235,0.45593919310849645,0.22403411686620994,0.09622656760192302,29,Man,sad,latino hispanic
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0003/frame[9]_cam[0].jpg,0.05092630066809864,0.05135315664275465,0.1926851517567362,0.19759137869399146,0.22757811955784296,0.2298688594975205,0.37116232407732225,0.15741576034624005,2.0943043202274474,0.28958584077565175,0.31314494641370394,0.9355557249948213,1.0136605520889557,0.987657434913839,0.7094389346696539,0.1224266409024429,0.17006091155999695,0.9698868951192511,0.2782953984182872,0.45850156622571475,0.2402508579263989,0.0917257839542811,29,Man,sad,middle eastern
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0003/frame[6]_cam[0].jpg,0.0446142742862464,0.04692038693963373,0.18944017286538414,0.19632352701514635,0.20948431350909016,0.20406722387621765,0.37160605616896514,0.16049800745458773,2.078674010507478,0.28992948484958525,0.31346783641563336,0.9389058466200552,1.0134757331306778,0.9952665264468601,0.7137085027294812,0.12095405414720767,0.17055687431057928,0.9706380488655091,0.2820819701498797,0.45473030676444665,0.24515213176684153,0.0913813758527653,30,Man,sad,middle eastern
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0004/frame[3]_cam[0].jpg,0.04260871560870273,0.044396355976588704,0.1885509305478742,0.1879135950855813,0.20951086683421954,0.19750032960992148,0.3737262179627637,0.08128208320111144,3.0029830861889724,0.30403798841536184,0.3058678543554107,0.9429783017073936,1.0103418749102155,0.9028896137449173,0.7127470725850353,0.14810248931132058,0.16648922686974357,0.9992183187278748,0.24272419867041603,0.47235645441143775,0.27260236023815043,0.09055143764606804,33,Man,sad,middle eastern
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0004/frame[0]_cam[0].jpg,0.061650638366940756,0.05953771456450193,0.18699844028734935,0.18878823831375816,0.27864968366159737,0.28911005686665103,0.3664509166340752,0.08506027630233774,2.8836639510044884,0.298094884341566,0.30722614844568563,0.951973383123048,1.0219820592427673,0.9209457950354427,0.7189595764553085,0.14268288436897933,0.18572345818793684,1.0017361167120233,0.2573036323462469,0.47734761147603505,0.27276163785527124,0.0897915370970568,33,Man,sad,middle eastern
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0004/frame[2]_cam[0].jpg,0.07502195120703985,0.07271389525610322,0.19172461389899395,0.19339700197634313,0.3331314689789098,0.3442791625806951,0.3579635753793257,0.08074008389083956,2.946209717788353,0.2915902055605873,0.3016725505682595,0.948386765940741,1.0074063590110336,0.9178903423496011,0.7026153203160425,0.13478936469640349,0.19644117684133497,0.9892687540005595,0.26644443233811194,0.47138904015988503,0.2629353425721278,0.08305380069070174,31,Man,fear,middle eastern
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0004/frame[11]_cam[0].jpg,0.06890207005247334,0.06589396621737234,0.1941595839646821,0.19315470654713415,0.3029039941692683,0.31287737830954904,0.3605200738800432,0.07729707381370798,3.054595695416725,0.2944056711996055,0.3068784303444052,0.9569046873605438,1.0144348902980878,0.9064026890788457,0.7081130178218105,0.13772972125161714,0.1922878961288575,0.9976521642399453,0.2508028033636838,0.4713977921470998,0.26195305182978407,0.08125875784801986,30,Man,sad,middle eastern
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0004/frame[12]_cam[0].jpg,0.0578249643469841,0.05944908950602636,0.18672424674671786,0.19378601376388402,0.27215769162825587,0.2700875490657423,0.36811256096914624,0.08227964257491523,2.968901447780498,0.2950401842380642,0.30700493345182484,0.9639342815465043,1.0165341184821657,0.9153643519351776,0.7062394629952491,0.14272886393225037,0.1757539826698303,0.9962020352521289,0.2511084825555537,0.47276069577146634,0.2650975100081825,0.09049448742967034,29,Man,sad,middle eastern
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0004/frame[1]_cam[0].jpg,0.07023160665770813,0.07411902987441298,0.18730500572377567,0.19071367394955294,0.34369901791787255,0.32862924166235286,0.37238008087383023,0.08167509359410167,3.0165475094372276,0.2919708705652171,0.2960319087787123,0.964673379989191,1.0092535317020332,0.8980313170177684,0.6998257037701371,0.1291453402437048,0.19817466435969697,0.9838751558656345,0.2541175422473293,0.46459215933207937,0.2608830043374074,0.09029943831167729,32,Man,sad,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0004/frame[10]_cam[0].jpg,0.036785821982801996,0.043395770836077256,0.18325291347177178,0.19155072122144362,0.20079119268435358,0.17385845854870072,0.36741350046467935,0.08417264429962255,2.9137059977691004,0.2941173036541106,0.3120167119868862,0.9439943819685817,1.0051532311632168,0.9172998034023864,0.7112735424278528,0.14188027181860646,0.18106352867144132,0.9948500884646699,0.2526707567780457,0.4662280153994628,0.26425966302187526,0.0874989947389745,33,Man,sad,middle eastern
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0004/frame[9]_cam[0].jpg,0.0613612520340059,0.06312636354865767,0.17529285080121776,0.18533209143318577,0.30066941486037896,0.3053328273412251,0.3610777858347654,0.07471731584929436,3.117274914989035,0.28095254875521936,0.3063137125811597,0.9640254337623825,1.0144713267312488,0.9241173613940844,0.7029399026668688,0.13378422496060213,0.19961652476100697,0.9935246252215302,0.27084615048125593,0.4612822611227995,0.261573433865031,0.08944648001884925,30,Man,sad,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0004/frame[4]_cam[0].jpg,0.03773071831864613,0.04284098718983283,0.18744549175431766,0.19114994438073346,0.19876064314766115,0.17518728237459957,0.37400623623907014,0.08318482951504116,2.9729872689717705,0.3004919234464141,0.3128327896903343,0.9575588907852147,1.022306106352249,0.905677974524661,0.7142734597881469,0.14669915792669588,0.17140977709248234,1.0050065575529812,0.24506772676374344,0.47013783993667047,0.27085872623461343,0.08805776826945086,33,Man,sad,middle eastern
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0004/frame[6]_cam[0].jpg,0.06231460440302447,0.06101958385282906,0.18841242119640061,0.19090985890850304,0.28446068157389165,0.2921525605806215,0.3504764978404452,0.081808955724592,2.8945103922368207,0.2813134114880798,0.3048848193166449,0.9310127006299722,0.9959117323628842,0.9148544575666034,0.6936469146836004,0.13886198368257469,0.18522538224222426,0.9796857736391082,0.25113927013249254,0.4633276126921101,0.25776911063342767,0.07126174299413263,31,Man,sad,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0005/frame[3]_cam[0].jpg,0.0688925068461221,0.06940226212415433,0.20367622094587925,0.21020967979747973,0.29036732175265584,0.29585579216350427,0.36106384861077157,0.14044295966401218,2.229563019212476,0.3103744199900139,0.31519187155305617,0.9232547279146335,1.021647131710475,0.9238020691557914,0.7353536415207428,0.13277362717976818,0.2037740516348493,1.0180280207914625,0.2029238298616214,0.46605633483744974,0.23870681204905977,0.09934998646729187,27,Woman,neutral,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0005/frame[0]_cam[0].jpg,0.07573614814342591,0.07526295717199705,0.20619783792675345,0.20622750374411813,0.3210923932343375,0.32229840480367716,0.3545990878752842,0.132248431964855,2.279252272194118,0.3089229368162851,0.30912785630792794,0.9053964865924435,1.0080393649514692,0.928525603834347,0.7282961180389105,0.13288473057875155,0.21036709565176182,1.0030773781613913,0.2129854140278185,0.46420594310455016,0.2380312373636664,0.09848495614262814,26,Woman,neutral,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0005/frame[2]_cam[0].jpg,0.04812500463967256,0.05103499379143948,0.20522520469124433,0.2047391394571032,0.2182574304230067,0.20478767112316357,0.36053528491082604,0.13556899935240266,2.265217790306132,0.3155207935144333,0.31465157581968733,0.9255815939991652,1.0177398452960746,0.9301195995488164,0.7366143779502902,0.14493817373365542,0.19480703943792188,1.0142122528209194,0.21251286723139942,0.4662393491950916,0.24069071511416112,0.0947293390122628,33,Woman,sad,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0005/frame[7]_cam[0].jpg,0.08470465248238009,0.08308219617729798,0.19779794396373734,0.19953580112535646,0.36685643009098634,0.3756793042400974,0.34448234698875796,0.13003880558727243,2.25077333947738,0.2931770063682069,0.2988531062108811,0.8812660691701364,0.9836492968943615,0.9195919161238452,0.70362065651167,0.12782122737884688,0.2056985978037105,0.9765292806521726,0.20931996777944056,0.4474945833752717,0.2329218240808091,0.09874789284256458,25,Woman,fear,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0005/frame[5]_cam[0].jpg,0.08558821612973737,0.08319072712325369,0.19689702995390362,0.20018774550880108,0.36735282926830426,0.3827582118836193,0.34756484710218544,0.1386914388281289,2.202126238695756,0.2944826622146946,0.2976842133582176,0.8889121868276977,0.9867616968778848,0.9244028766601792,0.70501656395655,0.12610183761572713,0.20953684397864353,0.9793842445228033,0.20368606763008737,0.4489618750740492,0.23567335550818763,0.09580596185156098,26,Woman,surprise,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0005/frame[1]_cam[0].jpg,0.043179211024375726,0.04473919909958117,0.20298597521505168,0.2031488043747471,0.19246064976001634,0.1850703978038954,0.3584971206990634,0.13365219796051447,2.274507632764756,0.31295850177548235,0.3112025541052311,0.9090057644565358,1.0065075369052128,0.9132475497079519,0.725890992896232,0.1407944528849819,0.19592382359720856,1.0034145057588777,0.20765365292702856,0.46362310538465734,0.23850685472374733,0.094132441736916,32,Woman,sad,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0005/frame[8]_cam[0].jpg,0.08708732900359911,0.0856038850130644,0.19789383380070033,0.19959162697298022,0.3801392260870237,0.38859577629881836,0.35984327426229135,0.13118869062743607,2.3016493940419025,0.2979520452258904,0.296379259884122,0.9174592114915885,1.0064017012835176,0.9653979247753113,0.7211915031244189,0.13375218235214603,0.20687792175625253,0.9933429461332649,0.22293545816462979,0.45677312575538426,0.2448222404334023,0.09415110622981546,26,Woman,neutral,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0005/frame[9]_cam[0].jpg,0.07050438488430141,0.07336603810903594,0.20608005083499306,0.20724636160975843,0.31262929339294376,0.30103005453198584,0.3640975608956257,0.12943169338095595,2.33412689568902,0.3078743333361699,0.3080710099469694,0.9203934119713504,1.0142691703714364,0.9389708466880258,0.7320388577619387,0.14029159631562763,0.19923753246500953,1.0080027749141465,0.2168555336936748,0.45551764058392485,0.2315083744138921,0.08629555400995183,26,Woman,fear,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0005/frame[4]_cam[0].jpg,0.05509898312861769,0.05877968160632618,0.20506078481731066,0.203701521707229,0.253986474679392,0.23592087556181845,0.3571714289870733,0.13331205671403493,2.2794607930114004,0.30792173876949497,0.3135941541239062,0.9148754820336398,1.0134008195019055,0.9188037504597608,0.7286805899832148,0.14256325706516942,0.19399617083424,1.011704810853882,0.20851987233667763,0.45446171694868526,0.23150490786658284,0.08626521285396391,30,Woman,sad,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0005/frame[6]_cam[0].jpg,0.07130403207151188,0.07228395546153035,0.20468980381761773,0.21253455318758482,0.29979121136775805,0.3048782015731369,0.3587629846457717,0.1398150133865462,2.2223836180405203,0.30731667845029476,0.3149492272272076,0.9177206942412255,1.0218048143060128,0.9302053782468641,0.731235348866982,0.13175671948247175,0.2002173429870511,1.0190872291195026,0.20329284137449583,0.46409126834931563,0.23511006131960277,0.0981352373145409,28,Woman,sad,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0006/frame[3]_cam[0].jpg,0.08440895620852343,0.08149266165161348,0.18545241309691166,0.1922765014386471,0.3761225216601534,0.40089871990209996,0.3585833281820409,0.1191789402130601,2.3830850836633943,0.2730012575718171,0.29528113747122564,0.8578723287971896,0.9396413727675734,0.9444003247563605,0.6700083057654042,0.14952658039267963,0.2074732973543673,0.9310779428486835,0.21229958472862162,0.4222801478297385,0.2281884095225961,0.09220705767718052,29,Man,surprise,asian
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0006/frame[0]_cam[0].jpg,0.055192141723660444,0.05824717935241863,0.18302882381865823,0.1989281215929753,0.2592926880048669,0.26337032296906226,0.37831918554032085,0.12019584811692188,2.4451460454356626,0.28113116701136687,0.31253390859182645,0.895064028106587,0.9778840463083478,0.9675271800807014,0.694745762177935,0.16249400881949413,0.19554659071956706,0.9674086063820434,0.21621516828784773,0.4255731911740344,0.21776004774304666,0.08815713771042674,30,Man,fear,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0006/frame[2]_cam[0].jpg,0.03216320671329221,0.03852272808122685,0.19023858087836298,0.197821022861546,0.1723700031000393,0.14645124331219173,0.3759446215154995,0.12407427838363279,2.3855744490918536,0.2785993673871481,0.3072405629572677,0.8769368835824268,0.9592018393319226,0.9613829707709712,0.6866015804987308,0.15824537612560519,0.19033063720425564,0.9493290898030629,0.21933533050935333,0.42212045297246426,0.22081694887836553,0.08149946860193959,30,Man,sad,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0006/frame[5]_cam[0].jpg,0.08147432704572519,0.07900208366090024,0.18705386213333683,0.19213514652900657,0.36714739301621324,0.38544018885299863,0.3670758175266418,0.11954824467506583,2.4222920129500176,0.26519870511969235,0.29609748448678375,0.8741574391945743,0.9446823334888246,0.9663769763278901,0.6735482366517885,0.15152896657831327,0.20749317002325227,0.9301249408404527,0.22238043095157004,0.4252776099973066,0.2293535384481035,0.07641772047174666,28,Man,surprise,asian
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0006/frame[1]_cam[0].jpg,0.08475432017117074,0.08028765580958738,0.18508527655146947,0.19108333841375347,0.3750389682191283,0.40510381464459033,0.364227271081972,0.11623977768584841,2.4467904978138977,0.26493188851352223,0.29445270845020116,0.8703027629830923,0.9415723703256008,0.961931765191997,0.6704472688487599,0.14793350112037215,0.20702445110007983,0.9278955720822775,0.22032297624551855,0.420552855294674,0.22836140649582157,0.0772494300714857,29,Man,surprise,asian
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0006/frame[10]_cam[0].jpg,0.07207100359392296,0.07233817846987631,0.18328491195598792,0.19346352933249533,0.33270755540146624,0.34707784909685363,0.36304736557046907,0.12042488991827037,2.386537448326209,0.2718818929892845,0.29936631830269494,0.8739088547774136,0.9498029516880928,0.9584119129381453,0.6737728962656695,0.15280773756079585,0.20417189253255133,0.9380126140373716,0.21882037126466017,0.4251085512210729,0.22578500126212697,0.08730542734201642,29,Man,fear,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0006/frame[8]_cam[0].jpg,0.04667890320323056,0.04598188494537548,0.1809424540540808,0.184868872851362,0.2202931920602268,0.22587454081399283,0.3727885144567731,0.12351463596459115,2.3951413837922897,0.2747088443751465,0.3067135661528573,0.887980904759286,0.966920853651023,0.9640934334994361,0.6877223095690317,0.15603556822507025,0.19970873255829222,0.9538085603486913,0.22555146298957773,0.43215837542045454,0.22527370926501109,0.07943161040799561,29,Man,fear,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0006/frame[9]_cam[0].jpg,0.08235328149103893,0.07725326944419568,0.18499477316720245,0.19158780105511047,0.36199729351294874,0.3945831164516832,0.3653114843742003,0.11869700281926739,2.4169121011132138,0.2611886859247209,0.296891626836118,0.8766454508086574,0.9382030031860147,0.964628818074149,0.667563890095761,0.15147890759959728,0.20264485392927672,0.9234149183997707,0.2253054537276268,0.4171789816218723,0.2279219687581783,0.07001615936778889,28,Man,surprise,asian
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0006/frame[4]_cam[0].jpg,0.026568768955253137,0.030906510714834776,0.19052941585365207,0.19780598986614006,0.1366265447453383,0.1193447517587635,0.37150662257817507,0.1266248113985571,2.343463735303902,0.2799323454226068,0.3072314370906862,0.8736565054466363,0.9588364750357306,0.9532163449160633,0.6864477523482984,0.1542675992441624,0.19013569315344508,0.948397422603106,0.2173490325296753,0.41527273608883897,0.2224395597202449,0.08293087979605587,31,Man,sad,white
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0006/frame[6]_cam[0].jpg,0.07460787255720029,0.07431455478978603,0.1869983001093068,0.19544912825742897,0.34280128524109443,0.35477893916520037,0.3777364169801887,0.11760162115947692,2.4907314627403103,0.2598053607602595,0.3023924049254665,0.8871762618266168,0.9516827126249009,0.9710985458831781,0.6741789802927087,0.15242601249951962,0.2031934407728104,0.9367010101214778,0.22981680811683108,0.4306426029909854,0.22836433763921588,0.061301125507831115,27,Man,fear,asian
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0007/frame[3]_cam[0].jpg,0.06626946445975809,0.06694690658055875,0.19440186883634464,0.19287442100595312,0.31054862091025687,0.30228044595024517,0.333439596855344,0.14817930539678337,2.0886739235386766,0.29475203495628016,0.30440359118755983,0.9444754498010327,1.0388062152555892,0.9381873017055256,0.7120598001448298,0.12513747931237076,0.20776026031896647,1.0214871586997027,0.20344444631134745,0.4379158857358515,0.2390988401094282,0.072523605034835,25,Man,sad,asian
/home/peisze/PycharmProjects/causalgaze/xgaze_224/train/samples/subject0007/frame[0]_cam[0].jpg,0.05911874857529598,0.05856158004383922,0.1801713976302126,0.1815188044349305,0.287046007941354,0.2892218917713168,0.33239216892211654,0.1485871908561493,2.088219637106723,0.2983052964362371,0.3013157181567178,0.9506712356183956,1.0392823324862976,0.9407855270545543,0.7159421211849577,0.12373991335258526,0.20517761417014427,1.0190442675335714,0.20092392013902824,0.432004899759451,0.2519660390687708,0.08507023005927182,24,Man,sad,asian
